EmployeeID,JoiningYear,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,LeavingYear,Reason,RelievingStatus,office_code,JobLevel_updated,Tenure,EmploymentStatus
111376,2021,29,Travel_Rarely,646,Corporate Functions,8,Diploma,1445,3,Male,81,3,2,Single,2162,6977,1,No,16,3,3,1,3,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,4.0,Still Employed
111377,2021,32,Travel_Rarely,234,HR,1,Bachelors,2013,2,Male,68,2,2,Married,2269,18024,0,No,14,3,2,1,3,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,4.0,Still Employed
111378,2021,31,Travel_Rarely,611,Product,11,Masters,1791,1,Male,60,2,1,Married,2289,3205,3,Yes,14,4,3,2,5,3,2,1,1,1,1,Yes,2022.0,medical issues,Voluntary,PHL,L1,1.0,Left
111379,2021,58,Travel_Rarely,834,Sales,5,Masters,318,2,Male,52,2,3,Married,2275,25648,7,No,16,3,4,0,6,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111380,2021,25,Travel_Rarely,959,Sales,28,Masters,183,1,Male,41,2,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,4.0,Still Employed
111381,2021,45,Travel_Rarely,1339,Marketing,7,Doctorate,86,2,Male,59,3,1,Divorced,9724,18787,2,No,17,3,3,1,25,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,4.0,Still Employed
111382,2021,40,Travel_Rarely,543,Marketing,1,Diploma,2012,1,Male,83,3,4,Married,2406,4060,8,No,19,3,3,2,8,3,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,4.0,Still Employed
111383,2021,27,Travel_Rarely,428,HR,7,Diploma,1485,1,Female,81,2,1,Single,3279,17039,2,Yes,13,2,2,0,5,2,2,1,1,1,1,Yes,2022.0,Layoffs,Involuntary,BOS,L1,1.0,Left
111384,2021,23,Travel_Rarely,1017,Sales,15,Diploma,1166,3,Male,92,3,1,Single,2130,3381,1,Yes,14,2,1,1,1,2,1,1,1,1,1,Yes,2022.0,Layoffs,Involuntary,NYC,L1,1.0,Left
111385,2021,21,Travel_Rarely,362,Corporate Functions,6,Masters,1764,2,Male,31,2,2,Married,2683,4557,0,Yes,12,2,2,0,1,3,3,1,1,1,1,Yes,2022.0,Layoffs,Involuntary,BOS,L1,1.0,Left
111386,2021,35,Travel_Rarely,1490,Sales,11,Masters,2003,4,Male,43,3,3,Married,2660,20232,7,Yes,11,3,3,1,5,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,4.0,Still Employed
111387,2021,21,Travel_Rarely,466,Sales,2,Doctorate,979,2,Female,47,2,2,Married,1956,22075,1,No,12,1,3,0,1,3,2,1,1,1,1,Yes,2022.0,poor work performance,Involuntary,VAN,L1,1.0,Left
111388,2021,25,Travel_Rarely,611,Corporate Functions,2,Masters,480,2,Female,75,2,2,Single,2415,9150,1,Yes,11,2,2,0,2,2,3,1,1,1,1,Yes,2022.0,poor work performance,Involuntary,BOS,L1,1.0,Left
111389,2021,26,Travel_Rarely,860,HR,1,Doctorate,931,1,Female,56,2,4,Married,4282,4913,1,No,16,3,1,1,4,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,4.0,Still Employed
111390,2021,41,Travel_Frequently,745,HR,6,Diploma,255,4,Male,70,3,3,Married,13516,14758,3,No,17,3,2,0,16,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,NYC,L3,4.0,Still Employed
111391,2021,46,Non-Travel,849,Sales,26,Diploma,1801,2,Male,98,2,2,Single,7991,25166,8,No,15,3,3,0,6,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,4.0,Still Employed
111392,2021,18,Non-Travel,1431,HR,14,Bachelors,1839,2,Female,33,3,3,Single,1514,8018,1,No,16,3,3,0,0,4,1,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111393,2021,50,Travel_Rarely,1408,Delivery,1,Masters,1171,3,Female,31,3,1,Married,17868,9500,2,No,21,3,2,0,31,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L4,4.0,Still Employed
111394,2021,58,Travel_Frequently,1216,Sales,15,Bachelors,1837,1,Male,87,3,3,Married,15787,21624,2,Yes,14,3,2,0,23,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L4,4.0,Still Employed
111395,2021,29,Travel_Frequently,437,Sales,13,Masters,1785,2,Male,58,1,2,Married,2666,14665,1,Yes,16,2,2,0,1,3,2,1,1,1,1,Yes,2022.0,restructuring,Involuntary,PHL,L1,1.0,Left
111396,2021,42,Travel_Rarely,1128,HR,13,Diploma,1803,2,Male,95,4,1,Married,5538,5696,5,No,18,3,3,2,10,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,4.0,Still Employed
111397,2021,21,Travel_Rarely,501,Corporate Functions,5,Doctorate,2021,3,Male,58,3,1,Single,2380,25479,1,Yes,11,3,4,0,2,6,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,4.0,Still Employed
111398,2021,26,Travel_Rarely,1443,Marketing,23,Bachelors,72,3,Female,47,2,4,Married,4157,21436,7,Yes,19,3,3,1,5,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,4.0,Still Employed
111399,2021,39,Travel_Frequently,766,Corporate Functions,20,Masters,1812,3,Male,83,3,4,Divorced,4127,19188,2,No,18,3,4,1,7,6,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,4.0,Still Employed
111400,2021,42,Travel_Rarely,1314,Corporate Functions,2,Masters,813,2,Male,48,3,3,Married,2423,9109,4,No,14,3,4,0,8,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L1,4.0,Still Employed
111401,2021,25,Travel_Rarely,767,Product,17,Bachelors,968,2,Female,92,2,2,Married,2688,18156,1,Yes,19,2,1,0,1,2,2,1,1,1,1,Yes,2022.0,cost cutting,Involuntary,PHL,L1,1.0,Left
111402,2021,52,Travel_Rarely,907,Sales,1,Doctorate,620,3,Male,36,2,4,Single,19249,21675,9,No,18,3,4,1,26,1,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L5,4.0,Still Employed
111403,2021,28,Travel_Rarely,818,Corporate Functions,7,Masters,1249,1,Female,46,2,2,Married,2543,7205,1,Yes,15,1,1,2,1,2,3,1,1,1,1,Yes,2022.0,restructuring,Involuntary,BOS,L1,1.0,Left
111404,2021,55,Travel_Rarely,710,Corporate Functions,8,Doctorate,247,2,Female,66,2,1,Married,4247,13940,4,No,17,3,3,0,18,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111405,2021,30,Travel_Rarely,837,HR,6,Doctorate,1020,3,Male,52,2,3,Divorced,2516,26543,1,No,12,3,2,1,1,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,NYC,L1,4.0,Still Employed
111406,2021,35,Travel_Rarely,1142,Marketing,23,Masters,75,3,Female,30,3,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,4.0,Still Employed
111407,2021,25,Travel_Rarely,920,Corporate Functions,19,Doctorate,1065,2,Male,38,2,2,Divorced,2464,18884,1,No,17,1,2,2,1,2,3,1,1,1,1,Yes,2022.0,Layoffs,Involuntary,BOS,L1,1.0,Left
111408,2021,24,Travel_Rarely,662,HR,22,Doctorate,1213,2,Female,72,1,3,Single,1186,8041,1,Yes,14,2,4,0,0,3,3,1,1,1,1,Yes,2022.0,restructuring,Involuntary,PHL,L1,1.0,Left
111409,2021,40,Travel_Rarely,1322,Delivery,2,Diploma,2048,3,Male,52,2,3,Single,2809,2725,2,No,14,3,4,0,8,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111410,2021,52,Travel_Rarely,1151,Sales,23,Bachelors,1952,1,Male,65,2,1,Married,10420,5823,5,No,12,1,2,0,14,2,2,1,1,1,1,Yes,2022.0,poor work performance,Involuntary,PHL,L2,1.0,Left
111411,2021,29,Travel_Rarely,575,Corporate Functions,16,Diploma,294,1,Female,69,1,3,Married,4562,24787,4,No,11,1,2,0,4,2,3,1,1,1,1,Yes,2022.0,poor work performance,Involuntary,NYC,L2,1.0,Left
111412,2021,21,Travel_Rarely,697,Delivery,2,Masters,439,3,Male,95,1,1,Divorced,2338,20958,0,No,18,2,1,0,3,3,3,1,1,1,1,Yes,2022.0,restructuring,Involuntary,BOS,L1,1.0,Left
111413,2021,38,Travel_Rarely,989,Sales,4,Doctorate,34,4,Male,63,2,3,Married,2086,3150,3,Yes,14,5,2,0,16,5,3,1,1,1,1,Yes,2022.0,career change,Voluntary,CAL,L1,1.0,Left
111414,2021,55,Travel_Rarely,111,Product,1,Doctorate,106,1,Male,70,3,4,Married,10239,18092,3,No,14,3,4,1,24,4,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L3,4.0,Still Employed
111415,2021,50,Travel_Frequently,809,HR,12,Bachelors,174,3,Female,77,3,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,4.0,Still Employed
111416,2021,38,Travel_Rarely,833,Marketing,18,Diploma,1766,2,Male,60,1,4,Married,5811,24539,3,Yes,16,3,3,1,15,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,4.0,Still Employed
111417,2021,21,Travel_Rarely,228,Sales,15,Masters,1089,1,Male,60,4,2,Married,3180,21399,3,No,12,3,3,0,3,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111418,2021,36,Travel_Rarely,1325,Sales,6,Masters,550,2,Male,90,2,3,Married,1893,9363,3,No,15,3,3,0,6,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L1,4.0,Still Employed
111419,2021,40,Travel_Rarely,547,HR,12,Masters,925,4,Female,66,2,4,Single,6750,23946,2,Yes,16,3,3,1,7,5,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,4.0,Still Employed
111420,2021,34,Travel_Frequently,1250,Sales,15,Bachelors,1328,3,Male,84,3,2,Married,2556,21661,0,No,17,3,3,0,2,4,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,4.0,Still Employed
111421,2021,51,Travel_Rarely,1430,Corporate Functions,10,Masters,1837,3,Male,84,2,1,Single,5319,20369,3,No,15,3,2,0,5,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,4.0,Still Employed
111422,2021,38,Travel_Rarely,1301,Corporate Functions,2,Doctorate,2024,2,Male,55,2,2,Married,2815,2858,1,No,14,3,4,0,7,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,4.0,Still Employed
111423,2021,44,Travel_Rarely,1094,Product,17,Doctorate,1808,3,Male,68,1,1,Single,5176,20381,2,No,18,3,2,1,6,3,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,4.0,Still Employed
111424,2021,29,Travel_Rarely,365,Marketing,1,Doctorate,632,4,Male,82,2,1,Married,2054,16313,1,No,11,3,3,1,2,3,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,4.0,Still Employed
111425,2021,22,Travel_Rarely,621,Corporate Functions,8,Doctorate,2013,4,Male,35,3,1,Single,1835,26898,1,Yes,19,3,1,0,1,2,2,1,1,1,1,Yes,2022.0,retiring,Voluntary,TOR,L1,1.0,Left
111426,2021,39,Travel_Rarely,1178,Sales,12,Bachelors,1732,3,Male,77,3,2,Single,3996,13538,4,No,14,3,3,0,8,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111427,2021,28,Travel_Rarely,250,Sales,1,Diploma,1637,3,Female,53,2,2,Single,2177,18449,0,No,16,3,3,0,2,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,4.0,Still Employed
111428,2021,38,Travel_Rarely,1404,Delivery,1,Doctorate,1961,1,Male,59,2,1,Single,2858,11473,4,No,14,3,1,0,20,3,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,4.0,Still Employed
111429,2021,36,Travel_Rarely,583,Marketing,11,Doctorate,1106,2,Male,66,3,2,Married,2379,5600,4,No,15,3,3,0,13,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111430,2021,33,Travel_Rarely,924,Product,2,Bachelors,39,3,Male,78,3,4,Single,2496,6670,4,No,11,3,4,0,7,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111431,2021,38,Travel_Rarely,1423,Marketing,11,Masters,1521,1,Male,91,1,1,Single,5827,8981,6,No,13,2,2,1,12,2,2,1,1,1,1,Yes,2022.0,poor work performance,Involuntary,BOS,L2,1.0,Left
111432,2021,36,Travel_Rarely,1134,Marketing,1,Bachelors,240,3,Male,84,3,2,Married,6494,7274,7,No,14,3,2,0,13,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,4.0,Still Employed
111433,2021,43,Travel_Rarely,200,Sales,7,Doctorate,1831,2,Male,72,3,3,Married,2306,5453,3,No,12,3,2,0,6,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L1,4.0,Still Employed
111434,2021,22,Travel_Rarely,594,HR,2,Doctorate,169,3,Male,100,3,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111435,2021,39,Travel_Rarely,835,Corporate Functions,19,Bachelors,1871,4,Male,41,3,4,Divorced,3902,5141,8,No,14,3,2,3,7,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,4.0,Still Employed
111436,2021,54,Travel_Rarely,819,Product,20,Diploma,1291,1,Male,82,2,3,Divorced,2372,26138,1,No,12,3,3,1,2,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,4.0,Still Employed
111437,2021,32,Travel_Rarely,389,HR,13,Masters,1714,1,Female,77,3,1,Single,8402,9924,1,Yes,18,1,2,0,10,2,2,1,1,1,1,Yes,2022.0,cost cutting,Involuntary,NYC,L3,1.0,Left
111438,2021,30,Travel_Rarely,585,Delivery,11,Bachelors,1726,1,Male,54,2,1,Married,2461,3130,3,No,15,5,4,2,3,2,3,1,1,1,1,Yes,2022.0,career change,Voluntary,MKM,L1,1.0,Left
111439,2021,35,Non-Travel,519,Product,2,Bachelors,1791,3,Male,33,1,3,Divorced,6043,25398,4,No,12,3,1,0,6,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,4.0,Still Employed
111440,2021,26,Travel_Rarely,999,Product,1,Bachelors,999,1,Female,49,2,4,Married,4242,4731,0,No,17,3,1,1,4,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111441,2021,45,Travel_Rarely,534,Marketing,24,Doctorate,465,1,Male,88,3,2,Married,12394,23870,3,No,19,3,2,1,14,2,1,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,4.0,Still Employed
111442,2021,32,Travel_Rarely,595,Corporate Functions,4,Bachelors,369,3,Male,44,3,4,Married,2224,3398,7,Yes,20,1,3,0,7,4,3,1,1,1,1,Yes,2022.0,restructuring,Involuntary,NYC,L1,1.0,Left
111443,2021,19,Travel_Rarely,1277,HR,4,Bachelors,584,2,Female,70,3,1,Single,1951,8105,1,Yes,13,2,3,0,0,3,3,1,1,1,1,Yes,2022.0,cost cutting,Involuntary,BOS,L1,1.0,Left
111444,2021,27,Travel_Rarely,620,Product,11,Doctorate,459,1,Male,67,2,3,Married,4568,24786,6,Yes,12,2,1,0,4,2,3,1,1,1,1,Yes,2022.0,poor work performance,Involuntary,PHL,L2,1.0,Left
111445,2021,29,Travel_Rarely,590,Sales,4,Bachelors,1762,4,Female,91,2,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111446,2021,35,Travel_Rarely,890,Marketing,2,Bachelors,49,4,Female,97,3,4,Married,2014,9687,1,No,13,3,1,0,2,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,4.0,Still Employed
111447,2021,36,Travel_Rarely,852,HR,5,Diploma,51,2,Female,82,2,1,Married,3419,13072,9,Yes,14,3,4,1,6,3,4,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,4.0,Still Employed
111448,2021,55,Travel_Rarely,478,Sales,2,Diploma,1770,3,Male,60,2,1,Married,19038,19805,8,No,12,3,2,3,34,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L5,4.0,Still Employed
111449,2021,34,Travel_Rarely,511,Corporate Functions,3,Doctorate,1779,4,Female,32,1,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,4.0,Still Employed
111450,2021,18,Travel_Frequently,948,Delivery,3,Diploma,481,2,Male,61,2,2,Single,1601,8480,1,Yes,16,2,3,0,0,3,2,1,1,1,1,Yes,2022.0,restructuring,Involuntary,PHL,L1,1.0,Left
111451,2021,47,Travel_Rarely,207,Sales,9,Bachelors,1856,2,Female,64,3,3,Single,2105,5411,4,No,12,3,3,0,7,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,4.0,Still Employed
111452,2021,33,Travel_Rarely,1254,Corporate Functions,4,Doctorate,1670,3,Female,89,3,3,Married,3258,26133,5,No,18,3,3,0,5,4,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111453,2021,45,Travel_Rarely,527,Marketing,17,Doctorate,1424,1,Female,60,2,1,Married,13113,22948,3,No,18,3,3,1,22,4,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L3,4.0,Still Employed
111454,2021,27,Travel_Rarely,190,Sales,2,Masters,1274,3,Male,54,2,3,Single,3884,14229,1,Yes,12,3,2,0,2,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111455,2021,35,Travel_Rarely,464,Corporate Functions,4,Doctorate,53,3,Male,75,3,4,Divorced,1951,10910,1,No,12,3,3,1,1,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111456,2021,26,Travel_Rarely,453,HR,2,Doctorate,1886,2,Female,89,2,2,Married,2904,15024,1,No,12,3,3,0,1,3,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,4.0,Still Employed
111457,2021,31,Travel_Rarely,1276,Delivery,2,Diploma,1974,4,Female,59,1,4,Divorced,1129,17536,1,Yes,11,3,3,3,1,4,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111458,2021,58,Travel_Rarely,1145,Marketing,9,Bachelors,214,2,Female,75,2,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111459,2021,31,Travel_Rarely,779,Product,2,Masters,1160,3,Female,58,2,3,Divorced,6904,20020,4,Yes,23,4,2,0,12,3,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,4.0,Still Employed
111460,2021,51,Travel_Rarely,1169,HR,7,Bachelors,211,2,Male,34,2,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,4.0,Still Employed
111461,2021,36,Travel_Frequently,716,Product,6,Masters,260,2,Male,61,3,4,Single,2173,11207,1,No,12,3,3,2,2,3,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111462,2021,19,Travel_Frequently,632,Corporate Functions,1,Diploma,299,3,Male,98,1,1,Divorced,2329,20979,0,No,20,2,1,0,1,4,3,1,1,1,1,Yes,2022.0,restructuring,Involuntary,NYC,L1,1.0,Left
111463,2021,32,Travel_Frequently,1318,Product,10,Bachelors,1853,4,Male,79,3,4,Single,4648,26075,8,No,13,3,3,0,4,2,4,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,4.0,Still Employed
111464,2021,51,Travel_Rarely,943,Delivery,9,Bachelors,1469,1,Male,80,2,3,Married,18449,12010,2,No,13,3,3,1,24,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L4,4.0,Still Employed
111465,2021,38,Travel_Rarely,739,Delivery,14,Bachelors,798,1,Male,56,2,3,Single,5026,11994,5,No,13,3,3,0,9,5,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,4.0,Still Employed
111466,2021,33,Travel_Rarely,207,Marketing,15,Diploma,1700,1,Female,73,3,1,Single,8599,10067,1,No,19,2,3,0,10,2,2,1,1,1,1,Yes,2022.0,Layoffs,Involuntary,BOS,L2,1.0,Left
111467,2021,54,Travel_Rarely,396,Corporate Functions,2,Masters,1658,3,Male,86,1,4,Married,10959,20595,2,Yes,21,4,2,0,17,2,4,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,4.0,Still Employed
111468,2021,40,Travel_Rarely,701,Product,15,Bachelors,567,2,Male,61,2,3,Married,5488,16128,3,No,13,2,2,0,6,2,3,1,1,1,1,Yes,2022.0,cost cutting,Involuntary,NYC,L2,1.0,Left
111469,2021,27,Non-Travel,1450,HR,3,Masters,224,3,Male,79,2,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,4.0,Still Employed
111470,2021,34,Travel_Rarely,811,Sales,2,Doctorate,1972,2,Male,61,3,2,Married,2814,4019,3,No,15,3,3,1,5,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111471,2021,28,Travel_Rarely,991,HR,7,Doctorate,1054,2,Female,65,2,3,Divorced,2637,23199,3,Yes,14,2,3,1,2,3,2,1,1,1,1,Yes,2022.0,Layoffs,Involuntary,NYC,L1,1.0,Left
111472,2021,29,Travel_Frequently,459,Corporate Functions,24,Diploma,1868,4,Male,73,2,4,Single,2439,14753,1,Yes,24,1,2,0,1,3,2,1,1,1,1,Yes,2022.0,Layoffs,Involuntary,PHL,L1,1.0,Left
111473,2021,27,Travel_Rarely,285,Delivery,2,Masters,1833,3,Male,44,2,3,Divorced,2673,10457,0,No,14,3,2,1,2,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,4.0,Still Employed
111474,2021,29,Travel_Rarely,352,Corporate Functions,6,Doctorate,1865,4,Male,87,2,2,Married,2804,15434,1,No,11,3,4,0,1,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111475,2021,45,Non-Travel,1128,Corporate Functions,8,Diploma,460,2,Male,33,3,3,Married,5214,16047,2,No,13,3,3,0,7,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111476,2021,29,Travel_Rarely,659,Marketing,7,Masters,740,1,Male,68,2,1,Single,3907,9687,3,Yes,17,1,3,1,5,3,2,1,1,1,1,Yes,2022.0,poor work performance,Involuntary,BOS,L1,1.0,Left
111477,2021,32,Travel_Rarely,1373,Marketing,5,Bachelors,1966,4,Male,56,2,4,Single,9679,10138,8,No,24,4,2,0,8,1,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,4.0,Still Employed
111478,2021,53,Travel_Rarely,270,Product,6,Masters,303,2,Female,70,2,4,Divorced,2170,8259,2,No,15,3,1,0,7,4,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L1,4.0,Still Employed
111479,2021,32,Travel_Rarely,112,Delivery,6,Masters,1524,1,Male,64,3,1,Single,2160,26365,1,No,12,2,4,0,2,2,3,1,1,1,1,Yes,2022.0,restructuring,Involuntary,PHL,L1,1.0,Left
111480,2021,22,Travel_Rarely,1256,HR,19,Masters,217,3,Male,80,3,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L1,4.0,Still Employed
111481,2021,42,Travel_Rarely,1142,Marketing,8,Diploma,1860,4,Male,81,3,3,Single,3968,13624,4,No,13,3,4,0,8,3,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,4.0,Still Employed
111482,2021,27,Travel_Rarely,524,HR,2,Bachelors,396,1,Male,78,2,2,Married,3512,14942,2,No,11,5,2,0,5,4,1,1,1,1,1,Yes,2022.0,retiring,Voluntary,VAN,L1,1.0,Left
111483,2021,31,Travel_Rarely,542,Product,20,Bachelors,175,2,Female,71,1,3,Married,4559,24788,3,Yes,11,1,3,1,4,2,3,1,1,1,1,Yes,2022.0,Layoffs,Involuntary,BOS,L2,1.0,Left
111484,2021,29,Travel_Rarely,1085,Product,19,Bachelors,1017,1,Male,57,2,1,Single,2096,3130,3,Yes,20,1,2,0,3,0,3,1,1,1,1,Yes,2022.0,cost cutting,Involuntary,PHL,L1,1.0,Left
111485,2021,27,Non-Travel,691,Product,9,Diploma,218,4,Male,57,3,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
111486,2021,30,Travel_Rarely,707,Marketing,10,Bachelors,446,2,Female,39,2,4,Single,3930,7532,0,No,17,3,3,0,4,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L1,4.0,Still Employed
111487,2021,32,Travel_Rarely,871,Marketing,10,Diploma,1177,1,Male,63,1,1,Married,4642,14666,4,Yes,13,3,1,0,11,2,1,1,1,1,1,Yes,2022.0,retiring,Voluntary,PHL,L1,1.0,Left
111488,2021,32,Travel_Rarely,1259,Delivery,2,Diploma,1692,4,Male,95,3,2,Single,1393,24852,1,No,12,5,1,0,1,2,3,1,1,1,1,Yes,2022.0,unhappy,Voluntary,BOS,L1,1.0,Left
111489,2021,33,Travel_Rarely,1092,Sales,2,Diploma,796,1,Male,45,3,2,Single,2655,8825,3,No,14,3,2,0,6,2,3,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L1,4.0,Still Employed
111490,2021,33,Travel_Rarely,1125,Marketing,11,Diploma,1112,2,Male,88,2,3,Married,2417,21500,0,No,18,3,4,0,2,2,2,1,1,1,1,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,4.0,Still Employed
